"V1","V2","V3","V4","V5","V6","V7","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V6_1","V6_2","V6_3","V6_4","filter_."
"Upper middle income                                 ","UMC","Valtioiden muodostama alue",57540176.02,NA,NA,NA,2837691842,49.31670422,65.5735403,14.61445137,7.081512403,12.3,44.74023584,6.25953,3.36254,4.81617,5.811792006,8364.770425,4.09250021,1.8874206,5.746627829,117.2689796,77.83938119,72.9423381947181,75.11849548,NA,16718513.78,37.04930065,NA,NA,NA,NA,"Not Selected"
"Uruguay                                             ","URY","Itsenäinen valtio",175020,"Ei","Korkea","Ei",3449299,19.70802765,95.334,13.963,9.461,6.8,54.85270066,0.992260000000002,1.62864,1.29613999999999,8.336000443,17322.14739,4.840300083,1.956406777,9.51635647,149.9042265,81.238,73.805,77.632,NA,6765.615,9.27488332,0,0,0,1,"Selected"
"United States                                       ","USA","Itsenäinen valtio",9147420,"Ei","Korkea","Ei",326687501,35.71362209,82.256,11.8,8.638,5.7,52.71067709,NA,NA,NA,3.895999908,59957.72585,NA,3.313385283,17.00361443,129.0140075,81.1,76.1,78.53902439,0.4,5006302.077,7.409441662,0,0,0,1,"Selected"
"Uzbekistan                                          ","UZB","Itsenäinen valtio",425400,"Ei","Alempi keskitaso","Kyllä",32956100,77.47085096,50.478,22.1,5,17.6,49.4884382,0.0141299999999944,0,0.00710999999999729,5.736000061,1826.566919,5.281340122,NA,5.07679749,71.51737128,73.508,69.25,71.388,0.2,91810.679,28.4559012,0,1,0,0,"Selected"
"St. Vincent and the Grenadines                      ","VCT","Itsenäinen valtio",390,"Ei","Ylempi keskitaso","Ei",110210,282.5897436,52.198,14.403,9.162,14.3,47.34351186,NA,NA,NA,18.87899971,7212.960181,5.73195982,NA,4.3064785,96.06572847,74.892,70.075,72.3,NA,220.02,22.20051632,0,0,1,0,"Selected"
"Venezuela, RB                                       ","VEN","Itsenäinen valtio",882050,"Ei","Ylempi keskitaso","Ei",28870195,32.73079191,88.208,18.232,6.814,21,53.68924086,NA,NA,NA,7.217000008,NA,NA,0.487844145,6.22255135,71.76613811,76.194,68.523,72.246,0.7,164175.257,17.00855357,0,0,1,0,"Selected"
"British Virgin Islands                              ","VGB","Muu alue/territorio",150,NA,"Korkea",NA,29802,198.68,47.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.358989954,NA,NA,134.0648279,NA,NA,NA,NA,212.686,NA,0,0,0,1,"Not Selected"
"Virgin Islands (U.S.)                               ","VIR","Muu alue/territorio",350,NA,"Korkea",NA,106977,305.6485714,95.721,12.8,7.8,NA,63.93937536,NA,NA,NA,8.397999763,35938.02439,NA,NA,NA,NA,82.8,76.2,79.4195122,NA,NA,10.26531228,0,0,0,1,"Not Selected"
"Vietnam                                             ","VNM","Itsenäinen valtio",310070,"Ei","Alempi keskitaso","Ei",95540395,308.1252459,35.919,16.979,6.253,16.6,43.77660483,6.40329,3.54322000000001,4.99961999999999,1.993000031,2365.621666,NA,NA,5.92534494,147.1952734,79.366,71.124,75.241,0.3,192667.847,29.62672834,0,1,0,0,"Selected"
"Vanuatu                                             ","VUT","Itsenäinen valtio",12190,"Kyllä","Alempi keskitaso","Ei",292680,24.00984413,25.274,30.015,5.334,22.9,73.87791475,13.29391,11.69365,12.49369,4.368000031,3082.356323,4.533530235,NA,2.76094961,85.90542572,71.83,68.699,70.172,NA,146.68,11.65277703,0,1,0,0,"Selected"
"World                                               ","WLD","Valtioiden muodostama alue",127343220,NA,NA,NA,7591932907,59.61788075,55.27042604,18.63349739,7.54117434,29.8,54.35831347,17.23195,10.16181,13.69899,5.392205969,10817.48195,4.52916503,2.191384003,9.890476103,106.514794,74.6960497,70.2127584963075,72.38557532,0.7,35998.939,45.52956152,NA,NA,NA,NA,"Not Selected"
"Samoa                                               ","WSM","Itsenäinen valtio",2830,"Ei","Ylempi keskitaso","Ei",196130,69.30388693,18.243,24.689,5.296,13.7,75.81146858,0.754959999999997,1.04391,0.904229999999998,8.312000275,4258.48627,NA,NA,5.50720882,NA,75.189,71.055,73.046,NA,245.689,11.54802701,0,0,1,0,"Selected"
"Kosovo                                              ","XKX","Itsenäinen valtio",NA,"Ei","Alempi keskitaso","Kyllä",1797085,NA,NA,16.4,7,NA,NA,NA,NA,NA,NA,4045.614209,NA,0.795724206,NA,NA,74.2,69.8,71.94634146,NA,8943.813,NA,0,1,0,0,"Selected"
"Yemen, Rep.                                         ","YEM","Itsenäinen valtio",527970,"Kyllä","Matala","Ei",28498687,53.97785291,36.642,31.04,5.978,43.3,73.88631363,NA,NA,NA,13.00199986,882.3957585,NA,NA,NA,53.67893316,67.786,64.413,66.086,0.1,10608.631,50.45600689,1,0,0,0,"Selected"
"South Africa                                        ","ZAF","Itsenäinen valtio",1213090,"Ei","Ylempi keskitaso","Ei",57779622,47.63011978,66.355,20.908,9.498,28.2,52.43320121,NA,NA,NA,26.92000008,6132.479841,6.113059998,1.043302244,8.11311913,159.9306644,67.064,60.162,63.538,19.3,476643.994,25.10220499,0,0,1,0,"Selected"
"Zambia                                              ","ZMB","Itsenäinen valtio",743390,"Kyllä","Alempi keskitaso","Kyllä",17351822,23.3414789,43.521,36.699,6.633,44.1,88.80684421,16.91656,9.39882,13.25204,11.5,1534.865371,3.729650021,1.309596105,4.39748955,89.15704437,65.878,60.158,63.043,11.9,5141.134,27.43803476,0,1,0,0,"Selected"
"Zimbabwe                                            ","ZWE","Itsenäinen valtio",386850,"Ei","Matala","Kyllä",14439018,37.32459093,32.209,31.732,8.044,40.5,82.95111604,NA,NA,NA,5.086999893,1548.170056,5.818779945,1.544948051,5.84977484,89.40486891,62.22,59.105,60.812,13.5,10982.665,22.25167109,1,0,0,0,"Selected"
